,Date,Location,Tour,Track,Album
1454,"July 1, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1457,"July 1, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,Civil War,Use Your Illusion II
1465,"July 1, 2016 ","Soldier Field, Chicago, IL, USA",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1477,"June 29, 2016 ","Arrowhead Stadium, Kansas City, MO, USA",Not in This Lifetime,Estranged,Use Your Illusion II
1480,"June 29, 2016 ","Arrowhead Stadium, Kansas City, MO, USA",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1483,"June 29, 2016 ","Arrowhead Stadium, Kansas City, MO, USA",Not in This Lifetime,Civil War,Use Your Illusion II
1491,"June 29, 2016 ","Arrowhead Stadium, Kansas City, MO, USA",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1503,"June 26, 2016 ","FedEx Field, Landover, MD, USA",Not in This Lifetime,Estranged,Use Your Illusion II
1507,"June 26, 2016 ","FedEx Field, Landover, MD, USA",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1509,"June 26, 2016 ","FedEx Field, Landover, MD, USA",Not in This Lifetime,Civil War,Use Your Illusion II
1517,"June 26, 2016 ","FedEx Field, Landover, MD, USA",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1529,"June 23, 2016 ","Ford Field, Detroit, MI, USA",Not in This Lifetime,Estranged,Use Your Illusion II
1532,"June 23, 2016 ","Ford Field, Detroit, MI, USA",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1535,"June 23, 2016 ","Ford Field, Detroit, MI, USA",Not in This Lifetime,Civil War,Use Your Illusion II
1543,"June 23, 2016 ","Ford Field, Detroit, MI, USA",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1555,"April 23, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Estranged,Use Your Illusion II
1558,"April 23, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1564,"April 23, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Civil War,Use Your Illusion II
1569,"April 23, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1582,"April 20, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Estranged,Use Your Illusion II
1585,"April 20, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1595,"April 20, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1598,"April 20, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Yesterdays,Use Your Illusion II
1608,"April 19, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Estranged,Use Your Illusion II
1611,"April 19, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1617,"April 19, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Civil War,Use Your Illusion II
1621,"April 19, 2016 ","Foro Sol, Mexico City, Mexico",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1633,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Estranged,Use Your Illusion II
1636,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1643,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Civil War,Use Your Illusion II
1648,"April 16, 2016 ","Empire Polo Grounds, Indio, CA, USA",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1660,"April 9, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Estranged,Use Your Illusion II
1663,"April 9, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1670,"April 9, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Civil War,Use Your Illusion II
1674,"April 9, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1686,"April 8, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Estranged,Use Your Illusion II
1689,"April 8, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1696,"April 8, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Civil War,Use Your Illusion II
1699,"April 8, 2016 ","T-Mobile Arena, Las Vegas, NV, USA",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1710,"April 1, 2016 ","Troubadour, West Hollywood, CA, USA",Not in This Lifetime,You Could Be Mine,Use Your Illusion II
1715,"April 1, 2016 ","Troubadour, West Hollywood, CA, USA",Not in This Lifetime,Knockin' on Heaven's Door,Use Your Illusion II
1725,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Estranged,Use Your Illusion II
1735,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,You Could Be Mine,Use Your Illusion II
1741,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Yesterdays,Use Your Illusion II
1743,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Civil War,Use Your Illusion II
1744,"June 7, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Knockin' on Heaven's Door,Use Your Illusion II
1754,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Estranged,Use Your Illusion II
1765,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,You Could Be Mine,Use Your Illusion II
1774,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Yesterdays,Use Your Illusion II
1775,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Civil War,Use Your Illusion II
1776,"June 6, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Knockin' on Heaven's Door,Use Your Illusion II
1787,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Estranged,Use Your Illusion II
1796,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,You Could Be Mine,Use Your Illusion II
1803,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Yesterdays,Use Your Illusion II
1804,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Civil War,Use Your Illusion II
1806,"June 4, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Knockin' on Heaven's Door,Use Your Illusion II
1817,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Estranged,Use Your Illusion II
1827,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,You Could Be Mine,Use Your Illusion II
1833,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Civil War,Use Your Illusion II
1834,"May 31, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Knockin' on Heaven's Door,Use Your Illusion II
1845,"May 30, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Estranged,Use Your Illusion II
1855,"May 30, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,You Could Be Mine,Use Your Illusion II
1862,"May 30, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Civil War,Use Your Illusion II
1863,"May 30, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Knockin' on Heaven's Door,Use Your Illusion II
1874,"May 28, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Estranged,Use Your Illusion II
1883,"May 28, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,You Could Be Mine,Use Your Illusion II
1890,"May 28, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Civil War,Use Your Illusion II
1891,"May 28, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Knockin' on Heaven's Door,Use Your Illusion II
1902,"May 25, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Estranged,Use Your Illusion II
1911,"May 25, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,You Could Be Mine,Use Your Illusion II
1917,"May 25, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Civil War,Use Your Illusion II
1919,"May 25, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Knockin' on Heaven's Door,Use Your Illusion II
1930,"May 24, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Estranged,Use Your Illusion II
1939,"May 24, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,You Could Be Mine,Use Your Illusion II
1946,"May 24, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Civil War,Use Your Illusion II
1947,"May 24, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Knockin' on Heaven's Door,Use Your Illusion II
1958,"May 21, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Estranged,Use Your Illusion II
1967,"May 21, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,You Could Be Mine,Use Your Illusion II
1973,"May 21, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Civil War,Use Your Illusion II
1974,"May 21, 2014 ","The Joint at Hard Rock Hotel, Las Vegas, NV, USA",No Trickery! An Evening of Destruction,Knockin' on Heaven's Door,Use Your Illusion II
1985,"May 16, 2014 ","Crew Stadium, Columbus, OH, USA",sign in,Estranged,Use Your Illusion II
1994,"May 16, 2014 ","Crew Stadium, Columbus, OH, USA",sign in,You Could Be Mine,Use Your Illusion II
2001,"May 16, 2014 ","Crew Stadium, Columbus, OH, USA",sign in,Civil War,Use Your Illusion II
2002,"May 16, 2014 ","Crew Stadium, Columbus, OH, USA",sign in,Knockin' on Heaven's Door,Use Your Illusion II
2015,"May 13, 2014 ","Sands Bethlehem Event Center, Bethlehem, PA, USA",sign in,Estranged,Use Your Illusion II
2023,"May 13, 2014 ","Sands Bethlehem Event Center, Bethlehem, PA, USA",sign in,You Could Be Mine,Use Your Illusion II
2029,"May 13, 2014 ","Sands Bethlehem Event Center, Bethlehem, PA, USA",sign in,Knockin' on Heaven's Door,Use Your Illusion II
2039,"April 23, 2014 ","Club Nokia, Los Angeles, CA, USA",,You Could Be Mine,Use Your Illusion II
2042,"April 23, 2014 ","Club Nokia, Los Angeles, CA, USA",,Knockin' on Heaven's Door,Use Your Illusion II
2049,"April 17, 2014 ","Centro de Eventos do Ceará, Fortaleza, Brazil",2014 South American Tour,Estranged,Use Your Illusion II
2062,"April 17, 2014 ","Centro de Eventos do Ceará, Fortaleza, Brazil",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2068,"April 17, 2014 ","Centro de Eventos do Ceará, Fortaleza, Brazil",2014 South American Tour,Civil War,Use Your Illusion II
2069,"April 17, 2014 ","Centro de Eventos do Ceará, Fortaleza, Brazil",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2080,"April 15, 2014 ","Chevrolet Hall, Olinda, Brazil",2014 South American Tour,Estranged,Use Your Illusion II
2092,"April 15, 2014 ","Chevrolet Hall, Olinda, Brazil",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2098,"April 15, 2014 ","Chevrolet Hall, Olinda, Brazil",2014 South American Tour,Civil War,Use Your Illusion II
2099,"April 15, 2014 ","Chevrolet Hall, Olinda, Brazil",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2106,"April 12, 2014 ","Estadio Hernando Siles, La Paz, Bolivia",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2112,"April 12, 2014 ","Estadio Hernando Siles, La Paz, Bolivia",2014 South American Tour,Estranged,Use Your Illusion II
2121,"April 12, 2014 ","Estadio Hernando Siles, La Paz, Bolivia",2014 South American Tour,Civil War,Use Your Illusion II
2127,"April 12, 2014 ","Estadio Hernando Siles, La Paz, Bolivia",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2138,"April 9, 2014 ","Jockey Club, Asunción, Paraguay",2014 South American Tour,Estranged,Use Your Illusion II
2152,"April 9, 2014 ","Jockey Club, Asunción, Paraguay",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2158,"April 9, 2014 ","Jockey Club, Asunción, Paraguay",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2159,"April 9, 2014 ","Jockey Club, Asunción, Paraguay",2014 South American Tour,Civil War,Use Your Illusion II
2170,"April 6, 2014 ","Estadio Ferrocarril Oeste, Buenos Aires, Argentina",2014 South American Tour,Estranged,Use Your Illusion II
2182,"April 6, 2014 ","Estadio Ferrocarril Oeste, Buenos Aires, Argentina",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2189,"April 6, 2014 ","Estadio Ferrocarril Oeste, Buenos Aires, Argentina",2014 South American Tour,Civil War,Use Your Illusion II
2191,"April 6, 2014 ","Estadio Ferrocarril Oeste, Buenos Aires, Argentina",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2202,"April 3, 2014 ","Pavilhão da FIERGS, Porto Alegre, Brazil",2014 South American Tour,Estranged,Use Your Illusion II
2212,"April 3, 2014 ","Pavilhão da FIERGS, Porto Alegre, Brazil",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2220,"April 3, 2014 ","Pavilhão da FIERGS, Porto Alegre, Brazil",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2231,"April 1, 2014 ","Devassa On Stage, Florianópolis, Brazil",2014 South American Tour,Estranged,Use Your Illusion II
2241,"April 1, 2014 ","Devassa On Stage, Florianópolis, Brazil",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2248,"April 1, 2014 ","Devassa On Stage, Florianópolis, Brazil",2014 South American Tour,Civil War,Use Your Illusion II
2249,"April 1, 2014 ","Devassa On Stage, Florianópolis, Brazil",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2260,"March 30, 2014 ","Estádio Vila Capanema, Curitiba, Brazil",2014 South American Tour,Estranged,Use Your Illusion II
2264,"March 30, 2014 ","Estádio Vila Capanema, Curitiba, Brazil",2014 South American Tour,Estranged,Use Your Illusion II
2271,"March 30, 2014 ","Estádio Vila Capanema, Curitiba, Brazil",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2277,"March 30, 2014 ","Estádio Vila Capanema, Curitiba, Brazil",2014 South American Tour,Civil War,Use Your Illusion II
2278,"March 30, 2014 ","Estádio Vila Capanema, Curitiba, Brazil",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2289,"March 28, 2014 ","Arena Anhembi, São Paulo, Brazil",2014 South American Tour,Estranged,Use Your Illusion II
2298,"March 28, 2014 ","Arena Anhembi, São Paulo, Brazil",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2304,"March 28, 2014 ","Arena Anhembi, São Paulo, Brazil",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2305,"March 28, 2014 ","Arena Anhembi, São Paulo, Brazil",2014 South American Tour,Civil War,Use Your Illusion II
2316,"March 25, 2014 ","Ginásio Nilson Nelson, Brasília, Brazil",2014 South American Tour,Estranged,Use Your Illusion II
2326,"March 25, 2014 ","Ginásio Nilson Nelson, Brasília, Brazil",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2332,"March 25, 2014 ","Ginásio Nilson Nelson, Brasília, Brazil",2014 South American Tour,Civil War,Use Your Illusion II
2333,"March 25, 2014 ","Ginásio Nilson Nelson, Brasília, Brazil",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2344,"March 22, 2014 ","Esplanada do Mineirão, Belo Horizonte, Brazil",2014 South American Tour,Estranged,Use Your Illusion II
2353,"March 22, 2014 ","Esplanada do Mineirão, Belo Horizonte, Brazil",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2359,"March 22, 2014 ","Esplanada do Mineirão, Belo Horizonte, Brazil",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2370,"March 20, 2014 ","HSBC Arena, Rio de Janeiro, Brazil",2014 South American Tour,Estranged,Use Your Illusion II
2378,"March 20, 2014 ","HSBC Arena, Rio de Janeiro, Brazil",2014 South American Tour,You Could Be Mine,Use Your Illusion II
2384,"March 20, 2014 ","HSBC Arena, Rio de Janeiro, Brazil",2014 South American Tour,Knockin' on Heaven's Door,Use Your Illusion II
2394,"July 15, 2013 ","Sound Academy, Toronto, ON, Canada",Appetite for Democracy,Estranged,Use Your Illusion II
2404,"July 15, 2013 ","Sound Academy, Toronto, ON, Canada",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2411,"July 15, 2013 ","Sound Academy, Toronto, ON, Canada",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2421,"July 14, 2013 ","Metropolis, Montreal, QC, Canada",Appetite for Democracy,Estranged,Use Your Illusion II
2431,"July 14, 2013 ","Metropolis, Montreal, QC, Canada",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2438,"July 14, 2013 ","Metropolis, Montreal, QC, Canada",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2448,"July 12, 2013 ","Les Plaines d'Abraham, Quebec City, QC, Canada",Appetite for Democracy,Estranged,Use Your Illusion II
2457,"July 12, 2013 ","Les Plaines d'Abraham, Quebec City, QC, Canada",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2463,"July 12, 2013 ","Les Plaines d'Abraham, Quebec City, QC, Canada",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2477,"June 8, 2013 ","Island Park, Randalls Island, NY, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2481,"June 8, 2013 ","Island Park, Randalls Island, NY, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2489,"June 6, 2013 ","Brooklyn Bowl, Brooklyn, NY, USA",Appetite for Democracy,Civil War,Use Your Illusion II
2491,"June 6, 2013 ","Brooklyn Bowl, Brooklyn, NY, USA",Appetite for Democracy,Estranged,Use Your Illusion II
2500,"June 6, 2013 ","Brooklyn Bowl, Brooklyn, NY, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2509,"June 5, 2013 ","Buffalo Outer Harbor, Buffalo, NY, USA",Appetite for Democracy,Estranged,Use Your Illusion II
2519,"June 5, 2013 ","Buffalo Outer Harbor, Buffalo, NY, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2525,"June 5, 2013 ","Buffalo Outer Harbor, Buffalo, NY, USA",Appetite for Democracy,Civil War,Use Your Illusion II
2526,"June 5, 2013 ","Buffalo Outer Harbor, Buffalo, NY, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2536,"June 2, 2013 ","The Midland by AMC, Kansas City, MO, USA",Appetite for Democracy,Estranged,Use Your Illusion II
2545,"June 2, 2013 ","The Midland by AMC, Kansas City, MO, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2552,"June 2, 2013 ","The Midland by AMC, Kansas City, MO, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2562,"June 1, 2013 ","Lonestar Pavilion, Lubbock, TX, USA",Appetite for Democracy,Estranged,Use Your Illusion II
2572,"June 1, 2013 ","Lonestar Pavilion, Lubbock, TX, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2578,"June 1, 2013 ","Lonestar Pavilion, Lubbock, TX, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2588,"May 29, 2013 ","House of Blues, Dallas, TX, USA",Appetite for Democracy,Estranged,Use Your Illusion II
2596,"May 29, 2013 ","House of Blues, Dallas, TX, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2603,"May 29, 2013 ","House of Blues, Dallas, TX, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2613,"May 28, 2013 ","House of Blues, Houston, TX, USA",Appetite for Democracy,Estranged,Use Your Illusion II
2621,"May 28, 2013 ","House of Blues, Houston, TX, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2627,"May 28, 2013 ","House of Blues, Houston, TX, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2637,"May 26, 2013 ","AT&T Center Grounds, San Antonio, TX, USA",Appetite for Democracy,Estranged,Use Your Illusion II
2645,"May 26, 2013 ","AT&T Center Grounds, San Antonio, TX, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2651,"May 26, 2013 ","AT&T Center Grounds, San Antonio, TX, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2660,"May 24, 2013 ","Pryor Festival Grounds, Pryor, OK, USA",Appetite for Democracy,Estranged,Use Your Illusion II
2667,"May 24, 2013 ","Pryor Festival Grounds, Pryor, OK, USA",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2673,"May 24, 2013 ","Pryor Festival Grounds, Pryor, OK, USA",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2683,"March 30, 2013 ","Forum de Beyrouth, Beirut, Lebanon",Appetite for Democracy,Estranged,Use Your Illusion II
2691,"March 30, 2013 ","Forum de Beyrouth, Beirut, Lebanon",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2697,"March 30, 2013 ","Forum de Beyrouth, Beirut, Lebanon",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2708,"March 28, 2013 ","du Arena at Yas Island, Abu Dhabi, United Arab Emirates",Appetite for Democracy,Estranged,Use Your Illusion II
2717,"March 28, 2013 ","du Arena at Yas Island, Abu Dhabi, United Arab Emirates",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2723,"March 28, 2013 ","du Arena at Yas Island, Abu Dhabi, United Arab Emirates",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2733,"March 24, 2013 ","Sepang International Circuit Helipad, Sepang, Malaysia",Appetite for Democracy,Estranged,Use Your Illusion II
2741,"March 24, 2013 ","Sepang International Circuit Helipad, Sepang, Malaysia",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2748,"March 24, 2013 ","Sepang International Circuit Helipad, Sepang, Malaysia",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2758,"March 20, 2013 ","Brisbane Entertainment Centre, Brisbane, Australia",Appetite for Democracy,Estranged,Use Your Illusion II
2768,"March 20, 2013 ","Brisbane Entertainment Centre, Brisbane, Australia",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2774,"March 20, 2013 ","Brisbane Entertainment Centre, Brisbane, Australia",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2784,"March 17, 2013 ","Sidney Myer Music Bowl, Melbourne, Australia",Appetite for Democracy,Estranged,Use Your Illusion II
2793,"March 17, 2013 ","Sidney Myer Music Bowl, Melbourne, Australia",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2799,"March 17, 2013 ","Sidney Myer Music Bowl, Melbourne, Australia",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2808,"March 16, 2013 ","Sidney Myer Music Bowl, Melbourne, Australia",Appetite for Democracy,Estranged,Use Your Illusion II
2818,"March 16, 2013 ","Sidney Myer Music Bowl, Melbourne, Australia",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2825,"March 16, 2013 ","Sidney Myer Music Bowl, Melbourne, Australia",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2834,"March 13, 2013 ","Newcastle Entertainment Centre, Newcastle, Australia",Appetite for Democracy,Estranged,Use Your Illusion II
2843,"March 13, 2013 ","Newcastle Entertainment Centre, Newcastle, Australia",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2849,"March 13, 2013 ","Newcastle Entertainment Centre, Newcastle, Australia",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2858,"March 12, 2013 ","Allphones Arena, Sydney, Australia",Appetite for Democracy,Estranged,Use Your Illusion II
2866,"March 12, 2013 ","Allphones Arena, Sydney, Australia",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2872,"March 12, 2013 ","Allphones Arena, Sydney, Australia",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2882,"March 9, 2013 ","Perth Arena, Perth, Australia",Appetite for Democracy,Estranged,Use Your Illusion II
2891,"March 9, 2013 ","Perth Arena, Perth, Australia",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2897,"March 9, 2013 ","Perth Arena, Perth, Australia",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2909,"February 13, 2013 ","Soho House, Los Angeles, CA, USA",,Knockin' on Heaven's Door,Use Your Illusion II
2915,"December 18, 2012 ","Zepp Tokyo, Tokyo, Japan",Appetite for Democracy,Estranged,Use Your Illusion II
2926,"December 18, 2012 ","Zepp Tokyo, Tokyo, Japan",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2933,"December 18, 2012 ","Zepp Tokyo, Tokyo, Japan",Appetite for Democracy,Civil War,Use Your Illusion II
2934,"December 18, 2012 ","Zepp Tokyo, Tokyo, Japan",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2946,"December 16, 2012 ","Mata Elang International Stadium - Ancol, Jakarta, Indonesia",Appetite for Democracy,Estranged,Use Your Illusion II
2956,"December 16, 2012 ","Mata Elang International Stadium - Ancol, Jakarta, Indonesia",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2963,"December 16, 2012 ","Mata Elang International Stadium - Ancol, Jakarta, Indonesia",Appetite for Democracy,Civil War,Use Your Illusion II
2964,"December 16, 2012 ","Mata Elang International Stadium - Ancol, Jakarta, Indonesia",Appetite for Democracy,Knockin' on Heaven's Door,Use Your Illusion II
2973,"December 12, 2012 ","Leisure Valley, Gurgaon, India",Appetite for Democracy,Estranged,Use Your Illusion II
2984,"December 12, 2012 ","Leisure Valley, Gurgaon, India",Appetite for Democracy,You Could Be Mine,Use Your Illusion II
2991,"December 12, 2012 ","Leisure Valley, Gurgaon, India",Appetite for Democracy,Civil War,Use Your Illusion II
